major,gpa,skills,internships,projects,leadership,career
Mathematics,2.96,"Statistics,Python,Java",0,0,2,Data Scientist
Computer Science,3.43,"Data Analysis,Communication",3,7,0,Data Scientist
Mathematics,3.98,"Leadership,Statistics",0,5,2,Data Scientist
Computer Science,3.72,"Design,Leadership,Java",4,0,0,Software Engineer
Engineering,3.47,"Python,Project Management,Data Analysis,Leadership,Communication",0,5,2,Data Scientist
Biology,3.71,"Python,Communication,Data Analysis,Statistics",0,5,1,Product Manager
Psychology,3.11,"Java,Design,Data Analysis,Python",4,9,3,Data Scientist
Mathematics,3.25,"Data Analysis,Project Management,Leadership",3,0,0,ML Engineer
Business,2.47,"Communication,Python,Project Management,Java",4,6,0,Software Engineer
Computer Science,3.4,"Communication,Leadership,Data Analysis,Statistics",1,1,0,Product Manager
Biology,2.41,"Leadership,Statistics,Java,Design",4,6,3,Software Engineer
Computer Science,3.71,"Project Management,Java",0,0,0,Software Engineer
Computer Science,2.38,"Project Management,Leadership,Java,Statistics",2,6,2,Software Engineer
Computer Science,2.47,"Communication,Data Analysis",2,5,3,Software Engineer
Engineering,2.69,"Design,Python",2,7,1,Software Engineer
Biology,3.89,"Statistics,Leadership,Data Analysis,Python",1,3,1,ML Engineer
Psychology,3.98,"Leadership,Java,Python",1,7,0,Data Scientist
Psychology,2.4,"Design,Java,Data Analysis,Project Management",2,9,3,Software Engineer
Business,3.81,"Statistics,Leadership,Python,Communication,Design",1,0,2,Software Engineer
Computer Science,3.33,"Python,Design,Data Analysis",0,5,0,ML Engineer
Computer Science,3.73,"Data Analysis,Communication,Java,Python,Statistics",1,9,1,Data Scientist
Mathematics,3.17,"Java,Statistics,Project Management",3,1,0,Software Engineer
Biology,3.05,"Project Management,Design,Leadership,Communication,Python",2,4,1,Software Engineer
Mathematics,2.24,"Communication,Project Management",3,2,1,Product Manager
Psychology,3.75,"Python,Project Management",0,6,2,Software Engineer
Business,2.1,"Java,Statistics,Design,Data Analysis,Leadership",0,9,1,Software Engineer
Biology,2.95,"Data Analysis,Leadership",0,5,0,Product Manager
Biology,2.37,"Java,Communication,Python,Data Analysis,Project Management",4,7,2,Data Scientist
Business,3.37,"Python,Data Analysis",2,1,1,Consultant
Mathematics,2.45,"Java,Python,Communication,Leadership,Design",2,2,3,Software Engineer
Business,3.67,"Design,Java,Communication,Data Analysis,Python",0,2,3,ML Engineer
Biology,2.56,"Python,Leadership,Java,Project Management",4,9,3,Software Engineer
Business,3.11,"Communication,Java,Leadership",3,2,2,Software Engineer
Computer Science,2.57,"Leadership,Data Analysis,Communication",3,1,2,ML Engineer
Biology,3.08,"Project Management,Java,Data Analysis",1,1,2,Software Engineer
Computer Science,2.62,"Leadership,Python,Communication,Project Management,Java",3,3,0,Software Engineer
Mathematics,3.71,"Leadership,Statistics,Java,Communication,Python",2,9,2,UX Researcher
Biology,3.38,"Leadership,Communication",4,3,3,Software Engineer
Psychology,2.26,"Data Analysis,Design,Communication,Leadership,Java",1,6,2,Software Engineer
Biology,2.32,"Statistics,Communication,Python,Leadership,Design",4,6,2,Software Engineer
Biology,3.74,"Design,Communication,Project Management,Leadership,Data Analysis",1,2,0,Product Manager
Biology,3.56,"Data Analysis,Design,Python,Leadership",1,9,2,Data Scientist
Biology,2.39,"Java,Project Management,Statistics,Python,Data Analysis",0,7,3,UX Researcher
Psychology,2.1,"Project Management,Statistics,Python,Data Analysis",3,4,0,Data Scientist
Biology,3.11,"Communication,Project Management",0,5,2,UX Researcher
Business,2.11,"Communication,Statistics,Project Management,Python,Java",4,3,1,Software Engineer
Psychology,2.24,"Java,Python,Leadership,Project Management",3,8,3,Software Engineer
Business,2.09,"Statistics,Project Management,Python,Communication",1,9,0,Software Engineer
Psychology,3.95,"Java,Communication,Project Management",4,1,2,Software Engineer
Business,3.24,"Java,Statistics,Project Management,Communication,Data Analysis",4,3,2,Software Engineer
Business,2.51,"Design,Java",1,9,3,Software Engineer
Engineering,2.25,"Python,Project Management,Communication,Design,Leadership",2,0,1,Software Engineer
Business,3.15,"Data Analysis,Java,Leadership",3,9,3,Software Engineer
Computer Science,3.3,"Data Analysis,Statistics,Java,Communication",2,8,3,Software Engineer
Business,3.19,"Design,Data Analysis,Leadership,Statistics,Java",0,1,3,Software Engineer
Psychology,3.55,"Statistics,Python,Leadership,Java",1,4,3,Software Engineer
Mathematics,2.14,"Python,Data Analysis,Project Management",3,3,1,Data Scientist
Psychology,3.21,"Data Analysis,Project Management,Statistics,Java,Design",4,4,3,Software Engineer
Engineering,3.19,"Statistics,Java,Data Analysis,Leadership",4,6,1,Software Engineer
Psychology,3.85,"Project Management,Design,Data Analysis",2,0,0,UX Researcher
Computer Science,3.11,"Java,Python,Statistics",0,5,2,Software Engineer
Biology,3.33,"Leadership,Java",2,6,2,Product Manager
Mathematics,2.18,"Statistics,Java,Leadership,Python,Project Management",4,0,0,Software Engineer
Psychology,3.36,"Java,Design",2,3,0,Software Engineer
Psychology,2.85,"Project Management,Java,Communication,Python",0,5,3,Software Engineer
Mathematics,3.59,"Python,Leadership,Project Management,Statistics",2,8,3,Software Engineer
Engineering,3.17,"Communication,Python,Project Management,Leadership",1,2,3,Software Engineer
Psychology,2.62,"Leadership,Statistics,Java",2,6,0,UX Researcher
Business,3.54,"Statistics,Communication,Python,Java,Design",0,8,0,Software Engineer
Computer Science,3.93,"Communication,Statistics,Leadership,Project Management,Java",4,6,1,Software Engineer
Computer Science,2.76,"Statistics,Design,Project Management",3,0,2,UX Researcher
Biology,3.88,"Leadership,Project Management",4,5,3,Data Scientist
Computer Science,3.88,"Data Analysis,Leadership,Communication",4,1,1,Software Engineer
Computer Science,2.33,"Design,Leadership,Project Management,Data Analysis,Statistics",3,0,2,UX Researcher
Computer Science,2.2,"Project Management,Python,Statistics,Design,Java",2,8,1,Software Engineer
Mathematics,2.29,"Design,Java,Statistics,Python",1,6,0,Software Engineer
Biology,2.63,"Data Analysis,Python,Leadership",4,0,2,ML Engineer
Biology,3.44,"Python,Communication,Statistics,Java,Leadership",4,8,1,Software Engineer
Mathematics,3.57,"Java,Design,Project Management",0,4,2,Software Engineer
Mathematics,2.23,"Design,Python,Leadership",1,0,3,Software Engineer
Business,2.88,"Statistics,Data Analysis,Leadership,Design",3,5,1,UX Researcher
Computer Science,2.03,"Java,Python,Data Analysis,Leadership",0,8,1,Data Scientist
Mathematics,3.53,"Leadership,Python,Communication,Design,Statistics",2,2,2,Software Engineer
Mathematics,2.77,"Java,Project Management,Data Analysis",1,3,2,Software Engineer
Mathematics,2.05,"Design,Project Management,Java,Communication,Python",4,8,2,Software Engineer
Biology,3.64,"Data Analysis,Design,Java",0,8,1,Software Engineer
Computer Science,3.59,"Java,Leadership,Data Analysis",4,8,1,Product Manager
Biology,2.57,"Design,Java,Leadership,Data Analysis",0,7,3,Software Engineer
Computer Science,2.04,"Design,Statistics",3,5,1,UX Researcher
Business,3.18,"Design,Python",2,2,2,Software Engineer
Business,3.75,"Java,Project Management,Statistics",2,1,3,Software Engineer
Psychology,3.46,"Design,Leadership",4,9,2,UX Researcher
Engineering,2.92,"Python,Java,Data Analysis",4,7,3,ML Engineer
Business,3.81,"Java,Statistics",2,6,3,Software Engineer
Engineering,2.7,"Communication,Statistics,Java,Design",2,7,2,Software Engineer
Business,2.09,"Java,Statistics,Communication,Project Management",4,9,3,Software Engineer
Mathematics,2.88,"Data Analysis,Java,Statistics,Python,Communication",0,9,1,ML Engineer
Biology,2.18,"Communication,Statistics,Python,Project Management",2,1,3,Software Engineer
Mathematics,2.25,"Data Analysis,Java,Project Management,Leadership",2,1,0,Software Engineer
Mathematics,3.62,"Statistics,Communication,Java,Leadership",0,1,3,Software Engineer
Business,2.61,"Data Analysis,Communication",2,6,2,Data Scientist
Computer Science,2.43,"Design,Java,Statistics,Data Analysis,Python",0,8,1,ML Engineer
Engineering,3.11,"Design,Python",4,3,1,Software Engineer
Mathematics,2.57,"Communication,Project Management,Leadership,Java,Python",2,4,0,Software Engineer
Psychology,3.0,"Project Management,Statistics,Data Analysis,Design,Python",3,6,2,ML Engineer
Mathematics,2.61,"Project Management,Design,Data Analysis,Communication",4,1,0,UX Researcher
Psychology,2.41,"Python,Communication,Leadership",4,2,1,Software Engineer
Engineering,3.05,"Java,Leadership,Data Analysis",0,2,1,Software Engineer
Biology,2.68,"Python,Leadership",3,2,1,Software Engineer
Mathematics,3.72,"Data Analysis,Leadership,Design,Statistics",4,8,2,UX Researcher
Engineering,3.02,"Project Management,Python,Statistics,Leadership",2,9,3,Software Engineer
Biology,3.89,"Java,Statistics,Project Management,Leadership",3,2,2,Software Engineer
Mathematics,2.11,"Java,Leadership,Project Management,Statistics",2,9,0,Software Engineer
Psychology,3.16,"Project Management,Java,Design,Communication",2,3,1,Software Engineer
Mathematics,3.84,"Project Management,Data Analysis,Design,Leadership",1,5,2,UX Researcher
Psychology,2.47,"Project Management,Communication,Statistics,Java",3,0,0,Consultant
Psychology,3.06,"Python,Statistics",4,8,1,Software Engineer
Engineering,2.5,"Java,Data Analysis",4,5,2,Data Scientist
Business,3.35,"Leadership,Design,Data Analysis,Project Management",0,6,0,UX Researcher
Psychology,2.0,"Data Analysis,Communication,Design,Java",0,3,1,Software Engineer
Biology,3.64,"Communication,Leadership",0,0,3,Product Manager
Mathematics,2.7,"Design,Leadership,Project Management,Statistics",3,5,1,UX Researcher
Business,2.38,"Design,Data Analysis,Communication,Project Management,Statistics",4,9,0,Consultant
Engineering,2.06,"Python,Statistics,Design",1,0,3,UX Researcher
Business,2.19,"Communication,Statistics",2,5,3,Product Manager
Biology,3.98,"Leadership,Java,Communication",4,5,2,ML Engineer
Engineering,2.66,"Communication,Project Management,Leadership",0,7,1,Product Manager
Engineering,2.65,"Statistics,Project Management,Design",4,0,2,UX Researcher
Mathematics,3.72,"Project Management,Statistics,Python,Communication,Java",1,0,0,Software Engineer
Psychology,3.21,"Python,Data Analysis,Project Management,Communication,Leadership",2,1,1,Data Scientist
Psychology,3.59,"Data Analysis,Design,Statistics,Java,Leadership",1,5,0,Software Engineer
Business,2.42,"Design,Project Management,Leadership,Statistics",2,8,0,UX Researcher
Business,2.22,"Communication,Python,Data Analysis,Java",2,6,0,Product Manager
Business,3.25,"Communication,Project Management,Java",1,6,1,Software Engineer
Psychology,3.1,"Statistics,Design,Communication,Leadership,Data Analysis",2,7,3,Product Manager
Biology,3.65,"Statistics,Python",3,1,2,Software Engineer
Computer Science,3.37,"Communication,Leadership,Design",4,4,1,Product Manager
Biology,2.6,"Data Analysis,Statistics",0,3,0,Data Scientist
Business,3.93,"Communication,Python,Statistics,Project Management,Design",1,0,1,Software Engineer
Psychology,3.83,"Communication,Java,Data Analysis",1,3,3,Software Engineer
Engineering,2.11,"Python,Java",3,9,0,Software Engineer
Biology,3.92,"Design,Communication,Statistics",0,0,3,UX Researcher
Engineering,2.87,"Statistics,Leadership,Project Management,Python",3,7,0,Software Engineer
Computer Science,2.1,"Project Management,Python,Data Analysis",2,9,1,Data Scientist
Computer Science,2.97,"Python,Design,Project Management,Java",3,0,3,Software Engineer
Mathematics,3.24,"Python,Data Analysis,Design",0,6,2,Data Scientist
Psychology,3.48,"Python,Statistics,Java,Leadership,Communication",3,2,1,Consultant
Biology,2.99,"Python,Leadership,Statistics,Data Analysis,Project Management",4,2,3,Consultant
Psychology,3.74,"Python,Java,Communication,Design",2,9,0,Software Engineer
Mathematics,2.24,"Project Management,Data Analysis,Communication,Statistics",2,5,3,ML Engineer
Engineering,2.61,"Python,Leadership,Statistics,Data Analysis",0,9,1,Data Scientist
Engineering,2.96,"Data Analysis,Project Management,Python,Design",0,3,1,Software Engineer
Business,3.18,"Communication,Java,Project Management,Design,Python",1,4,3,Software Engineer
Psychology,2.51,"Python,Data Analysis,Design,Statistics,Project Management",4,5,0,Data Scientist
Psychology,3.85,"Statistics,Data Analysis,Design,Communication",1,6,1,UX Researcher
Computer Science,3.25,"Statistics,Python,Design",0,6,3,Software Engineer
Business,2.15,"Leadership,Python",3,9,3,Software Engineer
Engineering,3.58,"Project Management,Data Analysis",0,4,1,UX Researcher
Business,2.69,"Data Analysis,Statistics,Java",3,0,2,Data Scientist
Psychology,3.03,"Design,Statistics",2,9,2,UX Researcher
Computer Science,2.19,"Data Analysis,Design,Project Management",4,2,0,UX Researcher
Engineering,2.2,"Design,Python,Statistics,Leadership",4,5,3,Software Engineer
Mathematics,2.79,"Java,Leadership,Data Analysis",4,4,2,ML Engineer
Computer Science,2.26,"Python,Project Management,Design",3,4,1,Software Engineer
Engineering,3.39,"Java,Data Analysis",0,6,3,Software Engineer
Engineering,2.41,"Data Analysis,Project Management",0,8,3,Consultant
Psychology,3.66,"Communication,Python",1,9,1,Software Engineer
Computer Science,2.43,"Statistics,Communication",4,2,1,Data Scientist
Psychology,3.91,"Leadership,Data Analysis,Design,Project Management",0,4,1,UX Researcher
Biology,2.44,"Project Management,Data Analysis,Leadership,Statistics",4,1,2,Data Scientist
Psychology,2.46,"Design,Leadership,Data Analysis",2,9,1,UX Researcher
Computer Science,2.68,"Java,Statistics,Leadership,Project Management",1,0,3,Software Engineer
Biology,2.08,"Communication,Leadership,Python,Design",1,8,2,Software Engineer
Engineering,2.91,"Leadership,Python,Java,Data Analysis,Statistics",1,8,1,Data Scientist
Mathematics,2.83,"Design,Python,Data Analysis,Project Management",3,4,0,Data Scientist
Mathematics,3.3,"Project Management,Python",3,6,0,Software Engineer
Psychology,2.75,"Project Management,Data Analysis,Communication",4,9,1,Data Scientist
Psychology,3.41,"Design,Leadership",4,0,0,UX Researcher
Business,2.27,"Python,Java,Project Management,Statistics",1,0,0,Software Engineer
Computer Science,3.14,"Project Management,Leadership,Data Analysis,Design",0,0,2,UX Researcher
Mathematics,3.89,"Data Analysis,Python,Leadership,Java,Statistics",3,4,3,Data Scientist
Computer Science,2.56,"Communication,Design,Statistics,Java,Data Analysis",0,7,2,Software Engineer
Mathematics,3.02,"Data Analysis,Design,Python,Java",2,4,0,Data Scientist
Mathematics,3.62,"Python,Communication,Data Analysis,Leadership",0,0,2,Data Scientist
Psychology,3.5,"Project Management,Communication",3,7,0,ML Engineer
Biology,3.0,"Project Management,Statistics,Java,Design,Data Analysis",1,9,0,Software Engineer
Business,2.74,"Java,Communication,Leadership,Statistics,Design",3,7,3,Software Engineer
Biology,3.59,"Java,Data Analysis",1,6,3,Software Engineer
Biology,2.16,"Statistics,Design,Communication,Project Management,Leadership",1,6,3,Product Manager
Biology,2.52,"Communication,Statistics",3,3,2,Software Engineer
Psychology,2.64,"Python,Statistics,Data Analysis,Java",0,0,2,Data Scientist
Mathematics,3.42,"Data Analysis,Python,Project Management",3,9,0,Data Scientist
Engineering,3.21,"Data Analysis,Communication,Python,Leadership",2,1,3,ML Engineer
Mathematics,2.92,"Leadership,Python,Communication,Project Management",3,0,2,Software Engineer
Business,2.25,"Leadership,Design,Java,Statistics",2,2,0,Software Engineer
Psychology,3.74,"Project Management,Design,Java,Statistics",3,8,3,Software Engineer
Biology,3.69,"Java,Project Management,Leadership,Data Analysis",1,8,0,Software Engineer
Psychology,2.35,"Python,Communication,Project Management,Leadership",4,3,2,Software Engineer
Computer Science,3.32,"Project Management,Data Analysis,Statistics,Communication,Design",4,2,2,UX Researcher
Business,3.16,"Python,Project Management,Data Analysis,Design",2,6,0,Data Scientist
Psychology,2.65,"Design,Java,Data Analysis",4,6,2,Software Engineer
